pincode,city,delivery_model,platform,zone_type,weekly_earnings,deliveries_per_day,is_part_time,earnings_consistency,experience_months,multi_platform,cold_chain,flood_risk,heat_risk,aqi_risk,cyclone_risk,coastal_zone,seasonal_index,month,no_claim_weeks,no_claim_discount,weekly_premium,max_weekly_payout
302017,Jaipur,scheduled,Netmeds,residential,5143,18,0,0.332,46,1,0,0.163,0.869,0.523,0.0,0,0.946,7,0,0.0,57.75,771.0
110006,Delhi,same_day,Tata1mg,hospital_adjacent,4986,8,0,0.736,64,0,0,0.733,0.905,0.975,0.032,0,0.383,2,2,0.06,83.67,748.0
751024,Bhubaneswar,scheduled,Netmeds,industrial,3318,20,0,0.656,14,1,0,0.7,0.721,0.398,0.813,1,0.235,2,4,0.12,53.99,498.0
400063,Mumbai,same_day,Tata1mg,residential,5837,7,0,0.891,36,0,1,0.94,0.472,0.678,0.344,0,0.528,10,1,0.03,96.8,800.0
110044,Delhi,same_day,Apollo24x7,hospital_adjacent,6192,5,0,0.86,33,1,1,0.778,0.92,1.0,0.037,0,0.405,3,1,0.03,165.93,800.0
560034,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,5385,12,0,0.912,22,0,0,0.529,0.317,0.388,0.079,0,0.215,1,2,0.06,101.02,800.0
110044,Delhi,hyperlocal,Tata1mg,residential,5387,13,0,0.791,57,0,0,0.812,0.942,1.0,0.05,0,0.395,11,0,0.0,127.88,800.0
700091,Kolkata,same_day,Apollo24x7,commercial,5565,10,0,0.778,3,0,0,0.7,0.621,0.688,0.361,0,0.986,6,1,0.03,101.25,800.0
500032,Hyderabad,same_day,PharmEasy,hospital_adjacent,5367,8,0,0.68,18,0,0,0.422,0.713,0.491,0.133,0,0.905,7,1,0.03,98.73,800.0
345001,Jaisalmer,scheduled,PharmEasy,commercial,3776,19,0,0.553,39,0,0,0.061,0.953,0.188,0.024,0,0.806,6,0,0.0,57.87,566.0
560034,Bengaluru,same_day,PharmEasy,residential,3838,10,0,0.652,13,0,0,0.565,0.31,0.37,0.062,0,0.445,12,3,0.09,70.71,576.0
462016,Bhopal,same_day,Tata1mg,hospital_adjacent,5281,7,0,0.485,9,0,0,0.3,0.699,0.428,0.016,0,0.443,1,0,0.0,82.92,792.0
440010,Nagpur,scheduled,Tata1mg,residential,3848,18,0,0.621,21,0,0,0.468,0.828,0.543,0.0,0,0.733,9,4,0.12,55.78,577.0
226016,Lucknow,scheduled,Netmeds,commercial,3864,16,0,0.659,64,0,0,0.654,0.838,0.768,0.008,0,0.925,6,0,0.0,61.89,580.0
500038,Hyderabad,scheduled,Netmeds,hospital_adjacent,3250,17,0,0.626,12,0,0,0.612,0.76,0.575,0.121,0,0.997,6,1,0.03,67.82,488.0
380009,Ahmedabad,same_day,PharmEasy,residential,4645,10,0,0.53,15,0,0,0.443,0.882,0.688,0.066,0,0.277,2,1,0.03,81.41,697.0
600020,Chennai,same_day,Apollo24x7,hospital_adjacent,5820,8,0,0.799,6,1,0,0.879,0.784,0.529,0.606,1,0.438,12,2,0.06,95.53,800.0
500001,Hyderabad,same_day,Apollo24x7,residential,5173,11,0,0.631,16,0,0,0.556,0.716,0.529,0.101,0,0.579,10,0,0.0,90.03,776.0
411021,Pune,scheduled,Netmeds,residential,3905,17,0,0.971,6,0,0,0.37,0.559,0.403,0.0,0,0.747,4,3,0.09,53.35,586.0
345001,Jaisalmer,scheduled,Netmeds,commercial,4447,22,0,0.969,63,1,1,0.055,0.956,0.185,0.01,0,0.601,10,0,0.0,58.24,667.0
440010,Nagpur,scheduled,Tata1mg,industrial,3425,17,0,0.616,53,0,0,0.47,0.835,0.518,0.045,0,0.23,11,1,0.03,51.4,514.0
700001,Kolkata,hyperlocal,Apollo24x7,commercial,4604,12,0,0.649,8,1,0,0.811,0.653,0.712,0.421,1,0.227,11,3,0.09,114.29,691.0
600020,Chennai,same_day,Tata1mg,residential,4769,7,0,0.646,1,0,0,0.845,0.751,0.527,0.546,1,0.721,8,0,0.0,103.54,715.0
400050,Mumbai,scheduled,PharmEasy,residential,3101,17,0,0.521,84,0,0,0.385,0.422,0.552,0.29,1,0.292,1,2,0.06,50.08,465.0
751001,Bhubaneswar,scheduled,PharmEasy,industrial,2785,23,0,0.758,2,0,0,0.605,0.73,0.434,0.788,1,0.631,4,2,0.06,39.63,418.0
462001,Bhopal,same_day,PharmEasy,hospital_adjacent,4831,10,0,0.576,18,1,0,0.366,0.704,0.481,0.038,0,0.284,12,0,0.0,80.99,725.0
302017,Jaipur,scheduled,Netmeds,residential,3960,21,0,0.506,6,0,1,0.16,0.84,0.509,0.0,0,0.337,11,3,0.09,57.95,594.0
560076,Bengaluru,hyperlocal,Tata1mg,commercial,7299,14,0,0.8,32,0,0,0.726,0.307,0.469,0.024,0,0.418,3,2,0.06,160.23,800.0
110092,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,4685,14,0,0.922,10,1,0,0.682,0.917,0.937,0.012,0,0.294,12,3,0.09,118.4,703.0
110085,Delhi,same_day,PharmEasy,commercial,4979,5,0,0.869,19,1,0,0.405,0.915,0.918,0.039,0,0.81,9,0,0.0,95.34,747.0
302012,Jaipur,same_day,PharmEasy,hospital_adjacent,4780,7,0,0.872,1,1,1,0.162,0.891,0.556,0.031,0,0.418,1,3,0.09,89.31,717.0
751010,Bhubaneswar,same_day,Tata1mg,industrial,4053,8,0,0.673,22,0,0,0.551,0.687,0.38,0.745,0,0.493,4,0,0.0,85.11,608.0
110044,Delhi,same_day,PharmEasy,industrial,5059,6,0,0.916,1,0,1,0.825,0.929,0.959,0.031,0,0.159,1,0,0.0,99.59,759.0
751010,Bhubaneswar,scheduled,PharmEasy,residential,4431,24,0,0.729,18,0,0,0.484,0.703,0.369,0.702,0,0.768,6,2,0.06,62.26,665.0
560001,Bengaluru,same_day,PharmEasy,industrial,5002,8,0,0.898,11,0,1,0.432,0.272,0.389,0.068,0,0.692,10,4,0.12,79.1,750.0
600096,Chennai,hyperlocal,Apollo24x7,hospital_adjacent,4679,17,0,0.633,1,1,0,0.51,0.724,0.503,0.498,0,0.372,3,4,0.12,114.64,702.0
700012,Kolkata,scheduled,PharmEasy,commercial,3329,20,0,0.594,53,0,0,0.836,0.676,0.745,0.433,1,0.31,3,2,0.06,59.36,499.0
400078,Mumbai,scheduled,Netmeds,residential,3507,27,0,0.48,3,0,0,0.741,0.486,0.606,0.293,0,0.268,11,0,0.0,60.71,526.0
302003,Jaipur,scheduled,Netmeds,hospital_adjacent,4762,11,0,0.553,2,0,0,0.162,0.903,0.526,0.031,0,0.8,9,0,0.0,66.22,714.0
500001,Hyderabad,hyperlocal,Tata1mg,residential,3999,13,0,0.812,37,0,1,0.566,0.741,0.554,0.099,0,0.586,5,2,0.06,125.66,600.0
411045,Pune,same_day,Tata1mg,commercial,3470,7,0,0.703,27,0,0,0.555,0.56,0.462,0.047,0,0.686,5,4,0.12,76.74,520.0
226016,Lucknow,scheduled,PharmEasy,commercial,4682,20,0,0.793,21,1,1,0.687,0.826,0.736,0.018,0,0.178,2,1,0.03,62.09,702.0
641004,Coimbatore,scheduled,PharmEasy,hospital_adjacent,3490,14,0,0.903,25,0,0,0.28,0.628,0.292,0.183,0,0.818,7,1,0.03,61.44,524.0
751010,Bhubaneswar,same_day,PharmEasy,residential,4854,9,0,0.708,1,0,1,0.563,0.666,0.347,0.745,0,0.552,5,0,0.0,98.52,728.0
400001,Mumbai,hyperlocal,Tata1mg,hospital_adjacent,5849,10,0,0.558,13,0,1,0.671,0.438,0.608,0.264,1,0.411,12,0,0.0,146.89,800.0
560076,Bengaluru,scheduled,Netmeds,residential,4405,19,0,0.843,12,0,1,0.768,0.293,0.433,0.031,0,0.807,7,1,0.03,68.62,661.0
600096,Chennai,same_day,PharmEasy,commercial,4952,8,0,0.84,15,0,0,0.506,0.735,0.491,0.539,0,0.842,7,0,0.0,89.62,743.0
462016,Bhopal,scheduled,Tata1mg,hospital_adjacent,4870,15,0,0.669,24,0,1,0.301,0.705,0.476,0.015,0,0.379,3,1,0.03,65.41,730.0
226003,Lucknow,same_day,Tata1mg,residential,3415,6,0,0.677,3,1,0,0.562,0.848,0.765,0.019,0,0.285,12,3,0.09,76.67,512.0
110044,Delhi,same_day,PharmEasy,hospital_adjacent,4427,9,0,0.315,12,0,1,0.823,0.9,0.989,0.057,0,0.707,10,0,0.0,128.35,664.0
751010,Bhubaneswar,same_day,Tata1mg,hospital_adjacent,4713,8,0,0.582,11,0,0,0.576,0.681,0.361,0.695,0,0.937,6,1,0.03,99.32,707.0
400050,Mumbai,scheduled,Netmeds,industrial,3901,24,0,0.559,20,0,0,0.365,0.411,0.505,0.321,1,0.705,6,0,0.0,60.33,585.0
500016,Hyderabad,hyperlocal,Apollo24x7,hospital_adjacent,7512,19,0,0.753,21,0,0,0.45,0.715,0.515,0.103,0,0.688,4,0,0.0,197.01,800.0
641041,Coimbatore,same_day,Tata1mg,residential,5989,8,0,0.296,27,0,1,0.242,0.652,0.235,0.16,0,0.88,6,0,0.0,100.78,800.0
400012,Mumbai,same_day,Tata1mg,residential,5971,10,0,0.571,1,0,0,0.897,0.479,0.653,0.281,0,0.544,5,1,0.03,89.51,800.0
500032,Hyderabad,same_day,PharmEasy,residential,4687,7,0,0.827,11,0,0,0.438,0.679,0.516,0.096,0,0.359,12,0,0.0,80.12,703.0
462016,Bhopal,scheduled,Netmeds,residential,3114,19,0,0.489,15,0,0,0.333,0.723,0.436,0.021,0,0.35,12,0,0.0,53.26,467.0
700001,Kolkata,hyperlocal,Apollo24x7,residential,5931,14,0,0.664,2,0,1,0.835,0.637,0.746,0.391,1,0.408,11,3,0.09,144.59,800.0
400078,Mumbai,hyperlocal,Apollo24x7,residential,6167,13,0,0.427,7,0,0,0.789,0.493,0.605,0.329,0,0.265,11,1,0.03,179.83,800.0
500038,Hyderabad,scheduled,Netmeds,residential,4792,18,0,0.711,5,0,0,0.672,0.759,0.568,0.12,0,0.274,1,2,0.06,57.42,719.0
500081,Hyderabad,same_day,PharmEasy,residential,3604,7,0,0.809,4,1,0,0.364,0.692,0.472,0.063,0,0.363,11,4,0.12,67.89,541.0
500038,Hyderabad,hyperlocal,Tata1mg,industrial,6302,11,0,0.493,49,0,0,0.668,0.729,0.548,0.104,0,0.334,12,1,0.03,170.07,800.0
700012,Kolkata,same_day,Tata1mg,residential,4599,6,0,0.682,2,0,0,0.842,0.638,0.74,0.398,1,0.369,11,0,0.0,92.12,690.0
641041,Coimbatore,same_day,PharmEasy,residential,5352,7,0,0.554,24,0,0,0.298,0.616,0.301,0.174,0,0.371,3,1,0.03,75.98,800.0
500001,Hyderabad,hyperlocal,Tata1mg,commercial,6798,14,0,0.7,3,1,1,0.573,0.721,0.575,0.133,0,0.732,5,2,0.06,218.34,800.0
700091,Kolkata,same_day,PharmEasy,commercial,3879,8,0,0.687,24,0,0,0.685,0.654,0.696,0.417,0,0.249,2,2,0.06,76.88,582.0
560038,Bengaluru,hyperlocal,Tata1mg,commercial,4204,10,0,0.908,21,1,0,0.724,0.319,0.457,0.0,0,0.594,4,1,0.03,106.53,631.0
751002,Bhubaneswar,same_day,Tata1mg,hospital_adjacent,6221,11,0,0.648,34,0,0,0.599,0.674,0.375,0.743,1,0.727,5,0,0.0,161.38,800.0
600001,Chennai,same_day,Apollo24x7,residential,5677,4,1,0.294,1,0,1,0.718,0.751,0.508,0.595,1,0.87,8,0,0.0,122.71,800.0
641041,Coimbatore,same_day,Tata1mg,residential,3741,9,0,0.813,16,0,1,0.259,0.65,0.234,0.148,0,0.808,8,3,0.09,89.52,561.0
600042,Chennai,hyperlocal,Tata1mg,residential,4472,11,0,0.85,14,1,0,0.865,0.771,0.6,0.61,1,0.267,12,1,0.03,127.75,671.0
560034,Bengaluru,hyperlocal,PhonePePincode,hospital_adjacent,7048,17,0,0.901,30,1,1,0.536,0.283,0.399,0.031,0,0.938,6,1,0.03,228.64,800.0
110044,Delhi,hyperlocal,PhonePePincode,hospital_adjacent,7026,15,0,0.946,11,0,0,0.827,0.913,0.949,0.051,0,0.872,6,0,0.0,250.0,800.0
700027,Kolkata,hyperlocal,PhonePePincode,commercial,6251,12,0,0.831,3,1,1,0.779,0.643,0.699,0.413,0,0.744,6,0,0.0,250.0,800.0
411001,Pune,same_day,Tata1mg,commercial,4608,6,0,0.586,44,1,0,0.511,0.572,0.44,0.054,0,0.318,11,2,0.06,70.75,691.0
226016,Lucknow,same_day,PharmEasy,hospital_adjacent,4047,7,0,0.496,24,0,1,0.668,0.78,0.815,0.028,0,0.734,9,3,0.09,102.16,607.0
462001,Bhopal,same_day,PharmEasy,residential,5493,9,0,0.626,3,0,0,0.368,0.742,0.464,0.035,0,0.166,1,1,0.03,74.24,800.0
380006,Ahmedabad,same_day,Tata1mg,residential,2847,10,0,0.388,20,1,0,0.272,0.888,0.624,0.076,0,0.56,10,0,0.0,50.3,427.0
700012,Kolkata,hyperlocal,Apollo24x7,residential,6789,13,0,0.822,1,0,0,0.848,0.642,0.731,0.425,1,0.504,4,1,0.03,213.81,800.0
560008,Bengaluru,scheduled,Netmeds,commercial,2892,17,0,0.761,38,0,0,0.639,0.278,0.433,0.061,0,0.96,7,2,0.06,32.31,434.0
400078,Mumbai,hyperlocal,PhonePePincode,residential,7771,13,0,0.911,4,1,1,0.756,0.461,0.623,0.273,0,0.171,2,2,0.06,200.38,800.0
440022,Nagpur,same_day,Tata1mg,industrial,4111,6,0,0.637,2,1,0,0.347,0.785,0.503,0.017,0,0.261,2,2,0.06,72.58,617.0
400064,Mumbai,same_day,Apollo24x7,hospital_adjacent,5021,8,0,0.845,1,0,1,0.937,0.496,0.644,0.293,0,0.445,11,0,0.0,114.66,753.0
500038,Hyderabad,hyperlocal,Apollo24x7,hospital_adjacent,4358,13,0,0.623,20,0,1,0.619,0.732,0.595,0.103,0,0.724,8,2,0.06,142.86,654.0
380054,Ahmedabad,scheduled,Netmeds,residential,2596,17,0,0.868,23,0,0,0.277,0.821,0.595,0.1,0,0.538,10,1,0.03,30.88,389.0
462001,Bhopal,same_day,Tata1mg,hospital_adjacent,3834,6,0,0.421,8,0,0,0.439,0.677,0.476,0.036,0,0.743,6,2,0.06,90.43,575.0
751010,Bhubaneswar,scheduled,PharmEasy,residential,4036,16,0,0.888,8,1,0,0.546,0.695,0.348,0.74,0,0.964,6,2,0.06,62.04,605.0
380054,Ahmedabad,hyperlocal,Apollo24x7,hospital_adjacent,5734,10,0,0.756,20,0,0,0.181,0.852,0.569,0.048,0,0.596,10,1,0.03,118.57,800.0
302012,Jaipur,scheduled,Netmeds,residential,4564,21,0,0.654,2,0,0,0.191,0.902,0.555,0.026,0,0.519,5,0,0.0,56.04,685.0
700046,Kolkata,same_day,Apollo24x7,residential,3160,8,0,0.747,1,1,0,0.861,0.68,0.771,0.444,1,0.863,9,0,0.0,104.17,474.0
560011,Bengaluru,scheduled,Netmeds,commercial,3534,25,0,0.53,10,0,0,0.561,0.328,0.352,0.017,0,0.773,8,4,0.12,53.83,530.0
380001,Ahmedabad,scheduled,Netmeds,hospital_adjacent,2665,17,0,0.886,23,1,1,0.292,0.921,0.633,0.057,0,0.254,11,0,0.0,37.57,400.0
500081,Hyderabad,scheduled,Netmeds,residential,4039,19,0,0.826,1,1,0,0.365,0.663,0.509,0.102,0,0.749,5,0,0.0,61.32,606.0
400068,Mumbai,same_day,Tata1mg,residential,5501,10,0,0.575,8,0,0,0.718,0.49,0.618,0.284,0,0.355,3,0,0.0,86.57,800.0
302012,Jaipur,same_day,PharmEasy,residential,4659,4,1,0.819,19,0,0,0.229,0.896,0.556,0.0,0,0.156,2,0,0.0,77.56,699.0
110001,Delhi,same_day,Tata1mg,hospital_adjacent,4404,11,0,0.751,6,0,0,0.403,0.904,0.947,0.08,0,0.201,3,0,0.0,86.44,661.0
110018,Delhi,same_day,Tata1mg,residential,4356,12,0,0.969,12,0,0,0.334,0.875,0.946,0.042,0,0.377,3,1,0.03,82.67,653.0
380015,Ahmedabad,same_day,Tata1mg,residential,4920,8,0,0.701,16,0,0,0.26,0.872,0.588,0.107,0,0.671,10,0,0.0,81.67,738.0
560001,Bengaluru,same_day,PharmEasy,commercial,5058,8,0,0.754,34,1,0,0.396,0.288,0.372,0.032,0,0.277,2,1,0.03,67.38,759.0
500016,Hyderabad,hyperlocal,PhonePePincode,hospital_adjacent,6045,14,0,0.724,10,0,1,0.446,0.703,0.512,0.09,0,0.319,2,2,0.06,211.22,800.0
380001,Ahmedabad,same_day,PharmEasy,hospital_adjacent,4131,11,0,0.659,3,0,1,0.326,0.907,0.619,0.09,0,0.879,7,1,0.03,114.2,620.0
500001,Hyderabad,hyperlocal,Tata1mg,commercial,4949,16,0,0.919,4,0,0,0.496,0.718,0.503,0.121,0,0.237,11,3,0.09,96.29,742.0
641001,Coimbatore,scheduled,Netmeds,commercial,3922,17,0,0.536,1,0,1,0.292,0.64,0.286,0.194,0,0.409,2,0,0.0,61.33,588.0
500038,Hyderabad,hyperlocal,PhonePePincode,hospital_adjacent,6528,13,0,0.623,4,0,1,0.65,0.732,0.557,0.135,0,0.187,11,0,0.0,235.07,800.0
560034,Bengaluru,hyperlocal,Tata1mg,hospital_adjacent,5362,17,0,0.792,51,0,0,0.56,0.295,0.384,0.02,0,0.163,11,2,0.06,98.49,800.0
560034,Bengaluru,hyperlocal,PhonePePincode,hospital_adjacent,5698,14,0,0.813,9,0,0,0.557,0.293,0.399,0.045,0,0.729,9,4,0.12,112.86,800.0
110006,Delhi,same_day,Tata1mg,residential,5894,7,0,0.895,9,0,0,0.778,0.919,0.929,0.062,0,0.978,9,0,0.0,99.6,800.0
751001,Bhubaneswar,scheduled,Tata1mg,commercial,3685,16,0,0.733,9,0,1,0.637,0.704,0.446,0.815,1,0.378,1,0,0.0,75.13,553.0
641004,Coimbatore,scheduled,Netmeds,residential,3884,19,0,0.752,13,1,0,0.308,0.655,0.282,0.181,0,0.515,5,0,0.0,56.25,583.0
462001,Bhopal,scheduled,PharmEasy,residential,3329,19,0,0.854,4,0,1,0.43,0.739,0.473,0.011,0,0.814,8,3,0.09,62.96,499.0
380001,Ahmedabad,hyperlocal,Tata1mg,hospital_adjacent,4829,13,0,0.548,19,0,0,0.265,0.854,0.634,0.075,0,0.761,8,0,0.0,128.02,724.0
440001,Nagpur,scheduled,Tata1mg,commercial,3312,16,0,0.851,28,1,0,0.458,0.784,0.505,0.014,0,0.831,9,3,0.09,57.83,497.0
600001,Chennai,hyperlocal,Apollo24x7,hospital_adjacent,7592,14,0,0.572,34,0,1,0.732,0.749,0.491,0.597,1,0.274,3,3,0.09,231.43,800.0
110092,Delhi,hyperlocal,PhonePePincode,commercial,4022,8,0,0.952,12,0,1,0.688,0.896,0.957,0.032,0,0.969,7,2,0.06,146.39,603.0
500016,Hyderabad,hyperlocal,Tata1mg,hospital_adjacent,5987,15,0,0.765,6,0,1,0.437,0.657,0.551,0.075,0,0.948,9,0,0.0,165.11,800.0
226001,Lucknow,same_day,Tata1mg,residential,3750,5,0,0.865,28,1,1,0.491,0.816,0.756,0.009,0,0.73,8,2,0.06,92.83,562.0
600096,Chennai,hyperlocal,Tata1mg,hospital_adjacent,6551,12,0,0.782,1,0,1,0.499,0.731,0.461,0.508,0,0.563,5,1,0.03,246.63,800.0
380009,Ahmedabad,scheduled,Netmeds,hospital_adjacent,2772,14,0,0.606,7,0,0,0.474,0.913,0.631,0.092,0,0.762,8,2,0.06,36.71,416.0
700001,Kolkata,same_day,PharmEasy,hospital_adjacent,5315,8,0,0.884,19,1,0,0.799,0.666,0.716,0.39,1,0.551,5,2,0.06,96.6,797.0
345001,Jaisalmer,same_day,Tata1mg,hospital_adjacent,7105,7,0,0.721,12,0,0,0.012,0.97,0.198,0.0,0,0.197,2,1,0.03,117.92,800.0
700027,Kolkata,hyperlocal,Apollo24x7,commercial,4739,12,0,0.568,4,0,1,0.814,0.624,0.675,0.374,0,0.584,5,1,0.03,151.43,711.0
751010,Bhubaneswar,scheduled,PharmEasy,hospital_adjacent,4683,27,0,0.864,4,0,1,0.64,0.679,0.326,0.721,0,0.997,9,2,0.06,80.18,702.0
380006,Ahmedabad,same_day,Apollo24x7,residential,5259,11,0,0.788,9,0,1,0.298,0.859,0.623,0.098,0,0.361,12,3,0.09,82.66,789.0
560034,Bengaluru,same_day,Tata1mg,commercial,4681,7,0,0.779,1,0,0,0.566,0.286,0.374,0.041,0,0.947,7,2,0.06,84.01,702.0
411014,Pune,same_day,PharmEasy,commercial,5891,10,0,0.746,2,0,0,0.384,0.567,0.422,0.014,0,0.769,7,0,0.0,84.39,800.0
700064,Kolkata,same_day,Apollo24x7,commercial,3940,9,0,0.683,31,0,0,0.899,0.654,0.753,0.446,1,0.162,1,2,0.06,86.01,591.0
110006,Delhi,same_day,Tata1mg,industrial,5915,12,0,0.828,27,0,1,0.712,0.942,0.984,0.053,0,0.31,2,1,0.03,100.6,800.0
411001,Pune,same_day,Tata1mg,hospital_adjacent,5575,7,0,0.83,1,0,1,0.491,0.563,0.501,0.057,0,0.161,11,0,0.0,91.09,800.0
440010,Nagpur,same_day,Tata1mg,hospital_adjacent,5185,7,0,0.47,2,0,0,0.475,0.807,0.568,0.008,0,0.54,10,3,0.09,87.78,778.0
560076,Bengaluru,same_day,PharmEasy,commercial,6936,8,0,0.913,3,0,1,0.762,0.335,0.43,0.039,0,0.575,5,1,0.03,154.69,800.0
700091,Kolkata,scheduled,PharmEasy,residential,4043,21,0,0.414,8,1,1,0.739,0.693,0.675,0.368,0,0.34,1,3,0.09,65.25,606.0
400001,Mumbai,hyperlocal,Tata1mg,commercial,7984,14,0,0.673,4,0,0,0.734,0.399,0.598,0.29,1,0.257,2,0,0.0,188.5,800.0
560038,Bengaluru,hyperlocal,Tata1mg,hospital_adjacent,5244,9,0,0.46,1,0,1,0.725,0.323,0.441,0.009,0,0.342,1,3,0.09,128.63,787.0
411006,Pune,scheduled,Tata1mg,industrial,4848,19,0,0.94,10,0,0,0.663,0.564,0.485,0.019,0,0.946,7,0,0.0,61.22,727.0
600040,Chennai,hyperlocal,Tata1mg,hospital_adjacent,5252,11,0,0.746,10,0,1,0.586,0.741,0.48,0.531,0,0.152,1,1,0.03,145.01,788.0
380001,Ahmedabad,same_day,Apollo24x7,residential,7345,11,0,0.928,84,0,1,0.284,0.879,0.613,0.086,0,0.41,1,0,0.0,135.29,800.0
641041,Coimbatore,same_day,Tata1mg,residential,4971,7,0,0.417,1,0,0,0.242,0.634,0.24,0.161,0,0.748,4,0,0.0,83.9,746.0
751010,Bhubaneswar,scheduled,PharmEasy,commercial,3789,20,0,0.739,5,0,0,0.504,0.669,0.347,0.705,0,0.672,4,0,0.0,62.61,568.0
700046,Kolkata,same_day,PharmEasy,hospital_adjacent,4021,11,0,0.317,18,0,1,0.894,0.649,0.746,0.446,1,0.369,3,0,0.0,117.34,603.0
641041,Coimbatore,scheduled,PharmEasy,hospital_adjacent,3567,20,0,0.968,19,0,0,0.258,0.62,0.254,0.193,0,0.727,5,0,0.0,59.0,535.0
302001,Jaipur,scheduled,Netmeds,residential,3497,29,0,0.738,4,1,0,0.164,0.901,0.545,0.03,0,0.791,9,2,0.06,54.54,525.0
641001,Coimbatore,same_day,PharmEasy,residential,5332,8,0,0.813,32,0,0,0.292,0.677,0.267,0.209,0,0.583,10,0,0.0,75.02,800.0
700046,Kolkata,same_day,Tata1mg,industrial,4479,7,0,0.824,47,0,1,0.865,0.683,0.731,0.43,1,0.475,4,0,0.0,107.61,672.0
600040,Chennai,scheduled,Netmeds,hospital_adjacent,3866,12,0,0.792,20,0,0,0.54,0.783,0.478,0.595,0,0.21,12,0,0.0,61.81,580.0
400012,Mumbai,hyperlocal,Apollo24x7,residential,5659,18,0,0.56,2,0,1,0.843,0.525,0.622,0.292,0,0.417,2,1,0.03,146.41,800.0
560001,Bengaluru,same_day,Apollo24x7,commercial,4264,10,0,0.926,18,1,0,0.432,0.293,0.373,0.044,0,0.297,11,0,0.0,70.03,640.0
462001,Bhopal,scheduled,Netmeds,residential,2589,15,0,0.443,15,0,0,0.346,0.719,0.473,0.023,0,0.384,2,4,0.12,29.86,388.0
400068,Mumbai,same_day,PharmEasy,residential,4849,11,0,0.531,3,0,0,0.742,0.486,0.608,0.284,0,0.603,5,0,0.0,90.7,727.0
411045,Pune,scheduled,PharmEasy,hospital_adjacent,5057,10,0,0.656,22,0,0,0.569,0.561,0.46,0.023,0,0.951,9,1,0.03,67.15,759.0
380009,Ahmedabad,scheduled,PharmEasy,residential,3746,16,0,0.614,12,0,0,0.497,0.897,0.656,0.072,0,0.89,9,3,0.09,57.85,562.0
110051,Delhi,scheduled,Netmeds,commercial,4447,13,0,0.919,1,0,0,0.678,0.894,0.948,0.07,0,0.832,9,3,0.09,64.87,667.0
560001,Bengaluru,hyperlocal,PhonePePincode,residential,6055,11,0,0.658,35,0,1,0.41,0.318,0.384,0.085,0,0.442,2,0,0.0,192.9,800.0
110003,Delhi,scheduled,Netmeds,residential,3670,20,0,0.502,26,0,0,0.375,0.927,0.944,0.029,0,0.942,7,2,0.06,61.49,550.0
345001,Jaisalmer,scheduled,Netmeds,hospital_adjacent,3014,25,0,0.734,5,0,0,0.038,0.974,0.195,0.03,0,0.316,2,0,0.0,56.45,452.0
110003,Delhi,same_day,Tata1mg,commercial,4965,6,0,0.61,10,0,0,0.385,0.896,0.964,0.063,0,0.735,10,0,0.0,90.95,745.0
302012,Jaipur,same_day,PharmEasy,commercial,5488,8,0,0.896,1,1,0,0.206,0.926,0.574,0.0,0,0.722,4,0,0.0,81.7,800.0
560008,Bengaluru,same_day,Apollo24x7,hospital_adjacent,4567,9,0,0.8,5,0,0,0.642,0.303,0.424,0.031,0,0.953,7,0,0.0,95.91,685.0
380015,Ahmedabad,same_day,Tata1mg,commercial,4428,9,0,0.961,23,0,0,0.313,0.842,0.55,0.074,0,0.861,7,3,0.09,81.41,664.0
411021,Pune,same_day,Apollo24x7,residential,6826,11,0,0.378,17,0,0,0.327,0.501,0.365,0.078,0,0.251,2,1,0.03,108.82,800.0
500081,Hyderabad,same_day,Tata1mg,industrial,4400,10,0,0.576,10,1,0,0.383,0.67,0.507,0.073,0,0.208,12,0,0.0,79.94,660.0
110001,Delhi,same_day,PharmEasy,commercial,3765,7,0,0.438,13,1,0,0.439,0.93,0.964,0.054,0,0.649,10,0,0.0,90.98,565.0
700046,Kolkata,hyperlocal,Tata1mg,industrial,5603,13,0,0.85,31,0,1,0.883,0.65,0.75,0.467,1,0.802,7,2,0.06,149.59,800.0
600096,Chennai,scheduled,Netmeds,hospital_adjacent,5030,21,0,0.754,3,0,0,0.437,0.718,0.469,0.517,0,0.903,8,1,0.03,69.81,754.0
302017,Jaipur,hyperlocal,Apollo24x7,commercial,6244,12,0,0.566,3,0,0,0.166,0.883,0.49,0.024,0,0.453,5,3,0.09,164.36,800.0
500008,Hyderabad,scheduled,Netmeds,hospital_adjacent,3711,22,0,0.912,29,1,0,0.685,0.724,0.596,0.094,0,0.396,12,0,0.0,61.26,557.0
380006,Ahmedabad,scheduled,Netmeds,industrial,2403,22,0,0.705,2,0,0,0.279,0.864,0.601,0.08,0,0.343,1,3,0.09,30.63,360.0
440022,Nagpur,scheduled,Netmeds,industrial,3643,21,0,0.883,48,1,0,0.349,0.795,0.44,0.038,0,0.596,4,0,0.0,56.16,546.0
400053,Mumbai,hyperlocal,PhonePePincode,hospital_adjacent,4809,22,0,0.889,4,0,1,0.612,0.432,0.578,0.296,0,0.238,12,1,0.03,132.08,721.0
411021,Pune,scheduled,PharmEasy,residential,5225,14,0,0.665,23,0,1,0.357,0.519,0.423,0.029,0,0.599,4,2,0.06,61.58,784.0
